fips_county,gov,state,county,pop
46011,Republican,SD,"Brookings County, South Dakota",34135
28107,Republican,MS,"Panola County, Mississippi",34164
51155,Democratic,VA,"Pulaski County, Virginia",34203
23015,Republican,ME,"Lincoln County, Maine",34216
17103,Republican,IL,"Lee County, Illinois",34251
48189,Republican,TX,"Hale County, Texas",34263
17137,Republican,IL,"Morgan County, Illinois",34277
38105,Republican,ND,"Williams County, North Dakota",34337
37113,Democratic,NC,"Macon County, North Carolina",34376
17049,Republican,IL,"Effingham County, Illinois",34386
28085,Republican,MS,"Lincoln County, Mississippi",34523
30093,Democratic,MT,"Silver Bow County, Montana",34553
55019,Republican,WI,"Clark County, Wisconsin",34557
19111,Republican,IA,"Lee County, Iowa",34615
19167,Republican,IA,"Sioux County, Iowa",34898
20079,Republican,KS,"Harvey County, Kansas",34913
19179,Republican,IA,"Wapello County, Iowa",34982
51083,Democratic,VA,"Halifax County, Virginia",34992
31119,Republican,NE,"Madison County, Nebraska",35015
39117,Republican,OH,"Morrow County, Ohio",35036
48477,Republican,TX,"Washington County, Texas",35056
48217,Republican,TX,"Hill County, Texas",35077
40081,Republican,OK,"Lincoln County, Oklahoma",35129
47029,Republican,TN,"Cocke County, Tennessee",35219
18001,Republican,IN,"Adams County, Indiana",35232
51109,Democratic,VA,"Louisa County, Virginia",35236
37165,Democratic,NC,"Scotland County, North Carolina",35244
23023,Republican,ME,"Sagadahoc County, Maine",35273
54025,Democratic,WV,"Greenbrier County, West Virginia",35279
29105,Republican,MO,"Laclede County, Missouri",35490
51137,Democratic,VA,"Orange County, Virginia",35533
17057,Republican,IL,"Fulton County, Illinois",35536
31111,Republican,NE,"Lincoln County, Nebraska",35550
20061,Republican,KS,"Geary County, Kansas",35586
55085,Republican,WI,"Oneida County, Wisconsin",35601
48241,Republican,TX,"Jasper County, Texas",35648
29009,Republican,MO,"Barry County, Missouri",35732
13299,Republican,GA,"Ware County, Georgia",35738
20035,Republican,KS,"Cowley County, Kansas",35753
12027,Republican,FL,"DeSoto County, Florida",35800
28093,Republican,MS,"Marshall County, Mississippi",35801
21049,Republican,KY,"Clark County, Kentucky",35819
28095,Republican,MS,"Monroe County, Mississippi",35873
18103,Republican,IN,"Miami County, Indiana",35883
21089,Republican,KY,"Greenup County, Kentucky",35893
39127,Republican,OH,"Perry County, Ohio",35927
37055,Democratic,NC,"Dare County, North Carolina",35964
21235,Republican,KY,"Whitley County, Kentucky",36096
26041,Republican,MI,"Delta County, Michigan",36202
13029,Republican,GA,"Bryan County, Georgia",36230
49047,Republican,UT,"Uintah County, Utah",36373
18069,Republican,IN,"Huntington County, Indiana",36400
48223,Republican,TX,"Hopkins County, Texas",36400
31157,Republican,NE,"Scotts Bluff County, Nebraska",36422
17105,Republican,IL,"Livingston County, Illinois",36526
26061,Republican,MI,"Houghton County, Michigan",36555
51093,Democratic,VA,"Isle of Wight County, Virginia",36596
39031,Republican,OH,"Coshocton County, Ohio",36602
19099,Republican,IA,"Jasper County, Iowa",36708
48227,Republican,TX,"Howard County, Texas",36708
20055,Republican,KS,"Finney County, Kansas",36722
31053,Republican,NE,"Dodge County, Nebraska",36757
19187,Republican,IA,"Webster County, Iowa",36769
13219,Republican,GA,"Oconee County, Georgia",36838
22011,Democratic,LA,"Beauregard Parish, Louisiana",36927
39171,Republican,OH,"Williams County, Ohio",37017
55045,Republican,WI,"Green County, Wisconsin",37075
21071,Republican,KY,"Floyd County, Kentucky",37110
5063,Republican,AR,"Independence County, Arkansas",37168
21083,Republican,KY,"Graves County, Kentucky",37182
48321,Republican,TX,"Matagorda County, Texas",37187
42059,Democratic,PA,"Greene County, Pennsylvania",37197
51073,Democratic,VA,"Gloucester County, Virginia",37214
5009,Republican,AR,"Boone County, Arkansas",37304
28003,Republican,MS,"Alcorn County, Mississippi",37304
37003,Democratic,NC,"Alexander County, North Carolina",37428
55083,Republican,WI,"Oconto County, Wisconsin",37430
18133,Republican,IN,"Putnam County, Indiana",37436
1039,Republican,AL,"Covington County, Alabama",37458
37197,Democratic,NC,"Yadkin County, North Carolina",37532
4009,Republican,AZ,"Graham County, Arizona",37599
47045,Republican,TN,"Dyer County, Tennessee",37708
26033,Republican,MI,"Chippewa County, Michigan",37724
1053,Republican,AL,"Escambia County, Alabama",37728
17027,Republican,IL,"Clinton County, Illinois",37729
18083,Republican,IN,"Knox County, Indiana",37744
51149,Democratic,VA,"Prince George County, Virginia",37845
45029,Republican,SC,"Colleton County, South Carolina",37923
18017,Republican,IN,"Cass County, Indiana",37946
18107,Republican,IN,"Montgomery County, Indiana",38074
45071,Republican,SC,"Newberry County, South Carolina",38079
29225,Republican,MO,"Webster County, Missouri",38106
17121,Republican,IL,"Marion County, Illinois",38140
39039,Republican,OH,"Defiance County, Ohio",38158
56001,Republican,WY,"Albany County, Wyoming",38256
48049,Republican,TX,"Brown County, Texas",38271
40123,Republican,OK,"Pontotoc County, Oklahoma",38330
29109,Republican,MO,"Lawrence County, Missouri",38381
21035,Republican,KY,"Calloway County, Kentucky",38437
17081,Republican,IL,"Jefferson County, Illinois",38460
42031,Democratic,PA,"Clarion County, Pennsylvania",38513
41007,Democratic,OR,"Clatsop County, Oregon",38632
40087,Republican,OK,"McClain County, Oklahoma",38682
29201,Republican,MO,"Scott County, Missouri",38745
39021,Republican,OH,"Champaign County, Ohio",38747
39059,Republican,OH,"Guernsey County, Ohio",39063
18087,Republican,IN,"LaGrange County, Indiana",39110
46013,Republican,SD,"Brown County, South Dakota",39128
17203,Republican,IL,"Woodford County, Illinois",39140
51187,Democratic,VA,"Warren County, Virginia",39155
17055,Republican,IL,"Franklin County, Illinois",39156
22069,Democratic,LA,"Natchitoches Parish, Louisiana",39162
20037,Republican,KS,"Crawford County, Kansas",39164
40111,Republican,OK,"Okmulgee County, Oklahoma",39213
51195,Democratic,VA,"Wise County, Virginia",39228
42035,Democratic,PA,"Clinton County, Pennsylvania",39233
48097,Republican,TX,"Cooke County, Texas",39266
37145,Democratic,NC,"Person County, North Carolina",39284
12051,Republican,FL,"Hendry County, Florida",39290
13213,Republican,GA,"Murray County, Georgia",39315
23027,Republican,ME,"Waldo County, Maine",39364
47047,Republican,TN,"Fayette County, Tennessee",39590
28113,Republican,MS,"Pike County, Mississippi",39667
22119,Democratic,LA,"Webster Parish, Louisiana",39710
47013,Republican,TN,"Campbell County, Tennessee",39714
19057,Republican,IA,"Des Moines County, Iowa",39739
23013,Republican,ME,"Knox County, Maine",39744
18061,Republican,IN,"Harrison County, Indiana",39826
37139,Democratic,NC,"Pasquotank County, North Carolina",39864
47021,Republican,TN,"Cheatham County, Tennessee",39880
5139,Republican,AR,"Union County, Arkansas",39887
48071,Republican,TX,"Chambers County, Texas",39899
12075,Republican,FL,"Levy County, Florida",39961
1047,Republican,AL,"Dallas County, Alabama",40008
42123,Democratic,PA,"Warren County, Pennsylvania",40025
35039,Republican,NM,"Rio Arriba County, New Mexico",40040
29091,Republican,MO,"Howell County, Missouri",40210
56013,Republican,WY,"Fremont County, Wyoming",40242
49043,Republican,UT,"Summit County, Utah",40307
19127,Republican,IA,"Marshall County, Iowa",40312
12093,Republican,FL,"Okeechobee County, Florida",40314
42109,Democratic,PA,"Snyder County, Pennsylvania",40468
55075,Republican,WI,"Marinette County, Wisconsin",40491
47177,Republican,TN,"Warren County, Tennessee",40516
54099,Democratic,WV,"Wayne County, West Virginia",40531
39123,Republican,OH,"Ottawa County, Ohio",40636
1123,Republican,AL,"Tallapoosa County, Alabama",40727
13277,Republican,GA,"Tift County, Georgia",40828
42115,Democratic,PA,"Susquehanna County, Pennsylvania",40862
39107,Republican,OH,"Mercer County, Ohio",40909
40097,Republican,OK,"Mayes County, Oklahoma",40920
48459,Republican,TX,"Upshur County, Texas",40969
5005,Republican,AR,"Baxter County, Arkansas",41062
55115,Republican,WI,"Shawano County, Wisconsin",41062
22009,Democratic,LA,"Avoyelles Parish, Louisiana",41117
48249,Republican,TX,"Jim Wells County, Texas",41149
48055,Republican,TX,"Caldwell County, Texas",41161
26057,Republican,MI,"Gratiot County, Michigan",41202
55093,Republican,WI,"Pierce County, Wisconsin",41238
39135,Republican,OH,"Preble County, Ohio",41247
40135,Republican,OK,"Sequoyah County, Oklahoma",41294
26151,Republican,MI,"Sanilac County, Michigan",41409
42117,Democratic,PA,"Tioga County, Pennsylvania",41467
51683,Democratic,VA,"Manassas city, Virginia",41483
40041,Republican,OK,"Delaware County, Oklahoma",41598
48143,Republican,TX,"Erath County, Texas",41659
47051,Republican,TN,"Franklin County, Tennessee",41700
48481,Republican,TX,"Wharton County, Texas",41735
13233,Republican,GA,"Polk County, Georgia",41776
42083,Democratic,PA,"McKean County, Pennsylvania",41883
51590,Democratic,VA,"Danville city, Virginia",41898
39027,Republican,OH,"Clinton County, Ohio",41902
37059,Democratic,NC,"Davie County, North Carolina",42013
39033,Republican,OH,"Crawford County, Ohio",42083
30081,Democratic,MT,"Ravalli County, Montana",42088
51185,Democratic,VA,"Tazewell County, Virginia",42150
29159,Republican,MO,"Pettis County, Missouri",42213
37099,Democratic,NC,"Jackson County, North Carolina",42241
39051,Republican,OH,"Fulton County, Ohio",42514
54069,Democratic,WV,"Ohio County, West Virginia",42516
48259,Republican,TX,"Kendall County, Texas",42540
18037,Republican,IN,"Dubois County, Indiana",42552
29023,Republican,MO,"Butler County, Missouri",42739
18033,Republican,IN,"DeKalb County, Indiana",42746
5093,Republican,AR,"Mississippi County, Arkansas",42835
19139,Republican,IA,"Muscatine County, Iowa",42940
33019,Republican,NH,"Sullivan County, New Hampshire",43004
13069,Republican,GA,"Coffee County, Georgia",43012
39071,Republican,OH,"Highland County, Ohio",43029
19033,Republican,IA,"Cerro Gordo County, Iowa",43070
47099,Republican,TN,"Lawrence County, Tennessee",43081
51171,Democratic,VA,"Shenandoah County, Virginia",43175
26107,Republican,MI,"Mecosta County, Michigan",43221
39097,Republican,OH,"Madison County, Ohio",43419
32023,Republican,NV,"Nye County, Nevada",43423
26023,Republican,MI,"Branch County, Michigan",43427
55095,Republican,WI,"Polk County, Wisconsin",43481
55031,Republican,WI,"Douglas County, Wisconsin",43509
22095,Democratic,LA,"St. John the Baptist Parish, Louisiana",43631
39015,Republican,OH,"Brown County, Ohio",43759
5091,Republican,AR,"Miller County, Arkansas",43787
12121,Republican,FL,"Suwannee County, Florida",43794
39075,Republican,OH,"Holmes County, Ohio",43936
1021,Republican,AL,"Chilton County, Alabama",43941
21009,Republican,KY,"Barren County, Kentucky",43993
18071,Republican,IN,"Jackson County, Indiana",44013
42065,Democratic,PA,"Jefferson County, Pennsylvania",44073
40137,Republican,OK,"Stephens County, Oklahoma",44090
56037,Republican,WY,"Sweetwater County, Wyoming",44165
40121,Republican,OK,"Pittsburg County, Oklahoma",44173
48499,Republican,TX,"Wood County, Texas",44227
37181,Democratic,NC,"Vance County, North Carolina",44244
13137,Republican,GA,"Habersham County, Georgia",44246
54019,Democratic,WV,"Fayette County, West Virginia",44323
18145,Republican,IN,"Shelby County, Indiana",44324
29029,Republican,MO,"Camden County, Missouri",44497
5055,Republican,AR,"Greene County, Arkansas",44598
29161,Republican,MO,"Phelps County, Missouri",44608
55033,Republican,WI,"Dunn County, Wisconsin",44704
37153,Democratic,NC,"Richmond County, North Carolina",44939
40071,Republican,OK,"Kay County, Oklahoma",44943
37111,Democratic,NC,"McDowell County, North Carolina",45075
29027,Republican,MO,"Callaway County, Missouri",45078
13009,Republican,GA,"Baldwin County, Georgia",45144
39091,Republican,OH,"Logan County, Ohio",45165
13275,Republican,GA,"Thomas County, Georgia",45248
55005,Republican,WI,"Barron County, Wisconsin",45412
18093,Republican,IN,"Lawrence County, Indiana",45518
21179,Republican,KY,"Nelson County, Kentucky",45559
42119,Democratic,PA,"Union County, Pennsylvania",45565
40013,Republican,OK,"Bryan County, Oklahoma",45573
55081,Republican,WI,"Monroe County, Wisconsin",45623
17177,Republican,IL,"Stephenson County, Illinois",45624
42061,Democratic,PA,"Huntingdon County, Pennsylvania",45634
22087,Democratic,LA,"St. Bernard Parish, Louisiana",45688
13071,Republican,GA,"Colquitt County, Georgia",45708
26059,Republican,MI,"Hillsdale County, Michigan",45774
42099,Democratic,PA,"Perry County, Pennsylvania",45820
39011,Republican,OH,"Auglaize County, Ohio",45894
21107,Republican,KY,"Hopkins County, Kentucky",45904
17117,Republican,IL,"Macoupin County, Illinois",45908
47123,Republican,TN,"Monroe County, Tennessee",45970
4023,Republican,AZ,"Santa Cruz County, Arizona",45985
12039,Republican,FL,"Gadsden County, Florida",46006
45025,Republican,SC,"Chesterfield County, South Carolina",46013
37169,Democratic,NC,"Stokes County, North Carolina",46097
48053,Republican,TX,"Burnet County, Texas",46243
21101,Republican,KY,"Henderson County, Kentucky",46253
22117,Democratic,LA,"Washington Parish, Louisiana",46310
42087,Democratic,PA,"Mifflin County, Pennsylvania",46342
21211,Republican,KY,"Shelby County, Kentucky",46408
18099,Republican,IN,"Marshall County, Indiana",46556
40083,Republican,OK,"Logan County, Oklahoma",46588
28045,Republican,MS,"Hancock County, Mississippi",46791
51540,Democratic,VA,"Charlottesville city, Virginia",46912
28149,Republican,MS,"Warren County, Mississippi",47140
28151,Republican,MS,"Washington County, Mississippi",47231
33003,Republican,NH,"Carroll County, New Hampshire",47289
19045,Republican,IA,"Clinton County, Iowa",47309
47003,Republican,TN,"Bedford County, Tennessee",47484
13175,Republican,GA,"Laurens County, Georgia",47516
37013,Democratic,NC,"Beaufort County, North Carolina",47526
18113,Republican,IN,"Noble County, Indiana",47638
22061,Democratic,LA,"Lincoln Parish, Louisiana",47745
41041,Democratic,OR,"Lincoln County, Oregon",47806
40113,Republican,OK,"Osage County, Oklahoma",47806
48373,Republican,TX,"Polk County, Texas",47916
26123,Republican,MI,"Newaygo County, Michigan",47938
32005,Republican,NV,"Douglas County, Nevada",48020
21019,Republican,KY,"Boyd County, Kentucky",48132
12063,Republican,FL,"Jackson County, Florida",48229
42009,Democratic,PA,"Bedford County, Pennsylvania",48325
48493,Republican,TX,"Wilson County, Texas",48480
18065,Republican,IN,"Henry County, Indiana",48521
48349,Republican,TX,"Navarro County, Texas",48523
40019,Republican,OK,"Carter County, Oklahoma",48556
39149,Republican,OH,"Shelby County, Ohio",48623
40021,Republican,OK,"Cherokee County, Oklahoma",48700
48013,Republican,TX,"Atascosa County, Texas",48797
56005,Republican,WY,"Campbell County, Wyoming",48803
48465,Republican,TX,"Val Verde County, Texas",48881
1045,Republican,AL,"Dale County, Alabama",49226
5035,Republican,AR,"Crittenden County, Arkansas",49235
17073,Republican,IL,"Henry County, Illinois",49280
48325,Republican,TX,"Medina County, Texas",49283
18029,Republican,IN,"Dearborn County, Indiana",49331
31019,Republican,NE,"Buffalo County, Nebraska",49383
47053,Republican,TN,"Gibson County, Tennessee",49401
55015,Republican,WI,"Calumet County, Wisconsin",49553
19181,Republican,IA,"Warren County, Iowa",49691
48277,Republican,TX,"Lamar County, Texas",49791
28105,Republican,MS,"Oktibbeha County, Mississippi",49833
40079,Republican,OK,"Le Flore County, Oklahoma",49873
49021,Republican,UT,"Iron County, Utah",49937
51047,Democratic,VA,"Culpeper County, Virginia",50083
48473,Republican,TX,"Waller County, Texas",50115
35009,Republican,NM,"Curry County, New Mexico",50280
17063,Republican,IL,"Grundy County, Illinois",50437
21073,Republican,KY,"Franklin County, Kentucky",50560
22115,Democratic,LA,"Vernon Parish, Louisiana",50569
42127,Democratic,PA,"Wayne County, Pennsylvania",50710
41009,Democratic,OR,"Columbia County, Oregon",50785
23025,Republican,ME,"Somerset County, Maine",50915
17095,Republican,IL,"Knox County, Illinois",50938
1031,Republican,AL,"Coffee County, Alabama",51226
17141,Republican,IL,"Ogle County, Illinois",51273
51089,Democratic,VA,"Henry County, Virginia",51445
47105,Republican,TN,"Loudon County, Tennessee",51454
48265,Republican,TX,"Kerr County, Texas",51504
55135,Republican,WI,"Waupaca County, Wisconsin",51533
26027,Republican,MI,"Cass County, Michigan",51599
48073,Republican,TX,"Cherokee County, Texas",51668
37083,Democratic,NC,"Halifax County, North Carolina",51766
39037,Republican,OH,"Darke County, Ohio",51778
40147,Republican,OK,"Washington County, Oklahoma",52087
22101,Democratic,LA,"St. Mary Parish, Louisiana",52093
1071,Republican,AL,"Jackson County, Alabama",52138
32007,Republican,NV,"Elko County, Nevada",52168
47043,Republican,TN,"Dickson County, Tennessee",52170
55043,Republican,WI,"Grant County, Wisconsin",52214
17029,Republican,IL,"Coles County, Illinois",52343
21113,Republican,KY,"Jessamine County, Kentucky",52357
42121,Democratic,PA,"Venango County, Pennsylvania",52582
29169,Republican,MO,"Pulaski County, Missouri",52654
48401,Republican,TX,"Rusk County, Texas",52732
47107,Republican,TN,"McMinn County, Tennessee",52850
47145,Republican,TN,"Roane County, Tennessee",52874
22089,Democratic,LA,"St. Charles Parish, Louisiana",52923
13039,Republican,GA,"Camden County, Georgia",53008
51660,Democratic,VA,"Harrisonburg city, Virginia",53078
49003,Republican,UT,"Box Elder County, Utah",53139
32019,Republican,NV,"Lyon County, Nevada",53179
37093,Democratic,NC,"Hoke County, North Carolina",53262
37065,Democratic,NC,"Edgecombe County, North Carolina",53318
26157,Republican,MI,"Tuscola County, Michigan",53338
17007,Republican,IL,"Boone County, Illinois",53503
47089,Republican,TN,"Jefferson County, Tennessee",53535
4007,Republican,AZ,"Gila County, Arizona",53556
39005,Republican,OH,"Ashland County, Ohio",53652
28071,Republican,MS,"Lafayette County, Mississippi",53796
37189,Democratic,NC,"Watauga County, North Carolina",53922
29101,Republican,MO,"Johnson County, Missouri",53942
21209,Republican,KY,"Scott County, Kentucky",53972
22099,Democratic,LA,"St. Martin Parish, Louisiana",54007
51191,Democratic,VA,"Washington County, Virginia",54214
1033,Republican,AL,"Colbert County, Alabama",54216
48467,Republican,TX,"Van Zandt County, Texas",54355
23009,Republican,ME,"Hancock County, Maine",54419
46083,Republican,SD,"Lincoln County, South Dakota",54469
40051,Republican,OK,"Grady County, Oklahoma",54655
47031,Republican,TN,"Coffee County, Tennessee",54682
29213,Republican,MO,"Taney County, Missouri",54735
32510,Republican,NV,"Carson City, Nevada",54742
51031,Democratic,VA,"Campbell County, Virginia",54952
20169,Republican,KS,"Saline County, Kansas",55142
29113,Republican,MO,"Lincoln County, Missouri",55267
28109,Republican,MS,"Pearl River County, Mississippi",55310
39147,Republican,OH,"Seneca County, Ohio",55353
1001,Republican,AL,"Autauga County, Alabama",55416
39159,Republican,OH,"Union County, Ohio",55457
42103,Democratic,PA,"Pike County, Pennsylvania",55562
51067,Democratic,VA,"Franklin County, Virginia",56069
48199,Republican,TX,"Hardin County, Texas",56322
54037,Democratic,WV,"Jefferson County, West Virginia",56368
47019,Republican,TN,"Carter County, Tennessee",56502
37047,Democratic,NC,"Columbus County, North Carolina",56505
17195,Republican,IL,"Whiteside County, Illinois",56536
54049,Democratic,WV,"Marion County, West Virginia",56538
47073,Republican,TN,"Hawkins County, Tennessee",56563
45021,Republican,SC,"Cherokee County, South Carolina",56646
48221,Republican,TX,"Hood County, Texas",56857
13129,Republican,GA,"Gordon County, Georgia",56904
55021,Republican,WI,"Columbia County, Wisconsin",56927
54079,Democratic,WV,"Putnam County, West Virginia",56941
23017,Republican,ME,"Oxford County, Maine",57217
37107,Democratic,NC,"Lenoir County, North Carolina",57307
39129,Republican,OH,"Pickaway County, Ohio",57565
35015,Republican,NM,"Eddy County, New Mexico",57621
48323,Republican,TX,"Maverick County, Texas",57685
1009,Republican,AL,"Blount County, Alabama",57704
48001,Republican,TX,"Anderson County, Texas",57734
1113,Republican,AL,"Russell County, Alabama",58172
39077,Republican,OH,"Huron County, Ohio",58439
2122,Independent,AK,"Kenai Peninsula Borough, Alaska",58506
47035,Republican,TN,"Cumberland County, Tennessee",58655
29145,Republican,MO,"Newton County, Missouri",58694
13103,Republican,GA,"Effingham County, Georgia",58712
17077,Republican,IL,"Jackson County, Illinois",58870
37061,Democratic,NC,"Duplin County, North Carolina",58969
37077,Democratic,NC,"Granville County, North Carolina",59031
37141,Democratic,NC,"Pender County, North Carolina",59090
39143,Republican,OH,"Sandusky County, Ohio",59330
28087,Republican,MS,"Lowndes County, Mississippi",59602
37105,Democratic,NC,"Lee County, North Carolina",59616
26015,Republican,MI,"Barry County, Michigan",59702
22113,Democratic,LA,"Vermilion Parish, Louisiana",60205
21125,Republican,KY,"Laurel County, Kentucky",60250
54055,Democratic,WV,"Mercer County, West Virginia",60468
21195,Republican,KY,"Pike County, Kentucky",60555
39167,Republican,OH,"Washington County, Ohio",60610
37087,Democratic,NC,"Haywood County, North Carolina",60682
42015,Democratic,PA,"Bradford County, Pennsylvania",60770
33001,Republican,NH,"Belknap County, New Hampshire",60779
37167,Democratic,NC,"Stanly County, North Carolina",60791
39083,Republican,OH,"Knox County, Ohio",60814
26149,Republican,MI,"St. Joseph County, Michigan",60853
39087,Republican,OH,"Lawrence County, Ohio",60872
28073,Republican,MS,"Lamar County, Mississippi",60914
47167,Republican,TN,"Tipton County, Tennessee",61303
45043,Republican,SC,"Georgetown County, South Carolina",61399
51143,Democratic,VA,"Pittsylvania County, Virginia",61687
31079,Republican,NE,"Hall County, Nebraska",61705
5033,Republican,AR,"Crawford County, Arkansas",62267
18173,Republican,IN,"Warrick County, Indiana",62498
13179,Republican,GA,"Liberty County, Georgia",62570
40047,Republican,OK,"Garfield County, Oklahoma",62603
22001,Democratic,LA,"Acadia Parish, Louisiana",62645
26117,Republican,MI,"Montcalm County, Michigan",62974
37163,Democratic,NC,"Sampson County, North Carolina",63124
20155,Republican,KS,"Reno County, Kansas",63220
34033,Republican,NJ,"Salem County, New Jersey",63436
42025,Democratic,PA,"Carbon County, Pennsylvania",63594
55017,Republican,WI,"Chippewa County, Wisconsin",63649
41011,Democratic,OR,"Coos County, Oregon",63761
5115,Republican,AR,"Pope County, Arkansas",63779
47063,Republican,TN,"Hamblen County, Tennessee",63785
55111,Republican,WI,"Sauk County, Wisconsin",63949
21199,Republican,KY,"Pulaski County, Kentucky",63956
45055,Republican,SC,"Kershaw County, South Carolina",64097
48427,Republican,TX,"Starr County, Texas",64122
26067,Republican,MI,"Ionia County, Michigan",64232
48497,Republican,TX,"Wise County, Texas",64455
13157,Republican,GA,"Jackson County, Georgia",64615
18011,Republican,IN,"Boone County, Indiana",64653
37069,Democratic,NC,"Franklin County, North Carolina",64705
13255,Republican,GA,"Spalding County, Georgia",64806
49045,Republican,UT,"Tooele County, Utah",64833
1127,Republican,AL,"Walker County, Alabama",64967
39101,Republican,OH,"Marion County, Ohio",65096
21145,Republican,KY,"McCracken County, Kentucky",65162
35005,Republican,NM,"Chaves County, New Mexico",65282
35035,Republican,NM,"Otero County, New Mexico",65410
21185,Republican,KY,"Oldham County, Kentucky",65560
48347,Republican,TX,"Nacogdoches County, Texas",65806
12131,Republican,FL,"Walton County, Florida",65889
39009,Republican,OH,"Athens County, Ohio",66186
13047,Republican,GA,"Catoosa County, Georgia",66398
42037,Democratic,PA,"Columbia County, Pennsylvania",66420
37161,Democratic,NC,"Rutherford County, North Carolina",66421
26103,Republican,MI,"Marquette County, Michigan",66435
41035,Democratic,OR,"Klamath County, Oregon",66443
42005,Democratic,PA,"Armstrong County, Pennsylvania",66486
48203,Republican,TX,"Harrison County, Texas",66534
18177,Republican,IN,"Wayne County, Indiana",66568
17001,Republican,IL,"Adams County, Illinois",66578
29187,Republican,MO,"St. Francois County, Missouri",66627
39081,Republican,OH,"Jefferson County, Ohio",66704
45059,Republican,SC,"Laurens County, South Carolina",66777
18053,Republican,IN,"Grant County, Indiana",66937
20015,Republican,KS,"Butler County, Kansas",67025
45031,Republican,SC,"Darlington County, South Carolina",67234
30049,Democratic,MT,"Lewis and Clark County, Montana",67282
17199,Republican,IL,"Williamson County, Illinois",67560
48409,Republican,TX,"San Patricio County, Texas",67655
13295,Republican,GA,"Walker County, Georgia",67896
28067,Republican,MS,"Jones County, Mississippi",67953
23003,Republican,ME,"Aroostook County, Maine",67959
51199,Democratic,VA,"York County, Virginia",67976
54033,Democratic,WV,"Harrison County, West Virginia",68400
26155,Republican,MI,"Shiawassee County, Michigan",68554
47059,Republican,TN,"Greene County, Tennessee",68615
39013,Republican,OH,"Belmont County, Ohio",68673
37193,Democratic,NC,"Wilkes County, North Carolina",68740
37031,Democratic,NC,"Carteret County, North Carolina",68890
51061,Democratic,VA,"Fauquier County, Virginia",69069
47147,Republican,TN,"Robertson County, Tennessee",69165
12023,Republican,FL,"Columbia County, Florida",69299
40101,Republican,OK,"Muskogee County, Oklahoma",69477
18109,Republican,IN,"Morgan County, Indiana",69698
35025,Republican,NM,"Lea County, New Mexico",69749
13285,Republican,GA,"Troup County, Georgia",70005
5069,Republican,AR,"Jefferson County, Arkansas",70016
45047,Republican,SC,"Greenwood County, South Carolina",70133
38101,Republican,ND,"Ward County, North Dakota",70210
55097,Republican,WI,"Portage County, Wisconsin",70447
1049,Republican,AL,"DeKalb County, Alabama",70900
38035,Republican,ND,"Grand Forks County, North Dakota",71083
26073,Republican,MI,"Isabella County, Michigan",71282
40037,Republican,OK,"Creek County, Oklahoma",71312
48471,Republican,TX,"Walker County, Texas",71484
15007,Democratic,HI,"Kauai County, Hawaii",72029
37171,Democratic,NC,"Surry County, North Carolina",72113
5085,Republican,AR,"Lonoke County, Arkansas",72228
37037,Democratic,NC,"Chatham County, North Carolina",72243
12107,Republican,FL,"Putnam County, Florida",72277
40125,Republican,OK,"Pottawatomie County, Oklahoma",72290
21047,Republican,KY,"Christian County, Kentucky",72351
55141,Republican,WI,"Wood County, Wisconsin",73107
4001,Republican,AZ,"Apache County, Arizona",73112
22045,Democratic,LA,"Iberia Parish, Louisiana",73273
20161,Republican,KS,"Riley County, Kansas",73343
18059,Republican,IN,"Hancock County, Indiana",73717
51095,Democratic,VA,"James City County, Virginia",74404
48099,Republican,TX,"Coryell County, Texas",74686
13031,Republican,GA,"Bulloch County, Georgia",74722
35031,Republican,NM,"McKinley County, New Mexico",74923
51015,Democratic,VA,"Augusta County, Virginia",74997
42111,Democratic,PA,"Somerset County, Pennsylvania",75061
39043,Republican,OH,"Erie County, Ohio",75107
26159,Republican,MI,"Van Buren County, Michigan",75223
35061,Republican,NM,"Valencia County, New Mexico",75626
33005,Republican,NH,"Cheshire County, New Hampshire",75774
39063,Republican,OH,"Hancock County, Ohio",75872
47141,Republican,TN,"Putnam County, Tennessee",75931
47001,Republican,TN,"Anderson County, Tennessee",75936
28035,Republican,MS,"Forrest County, Mississippi",75979
39145,Republican,OH,"Scioto County, Ohio",76088
45073,Republican,SC,"Oconee County, South Carolina",76355
41059,Democratic,OR,"Umatilla County, Oregon",76456
54081,Democratic,WV,"Raleigh County, West Virginia",76601
29051,Republican,MO,"Cole County, Missouri",76631
18043,Republican,IN,"Floyd County, Indiana",76990
39141,Republican,OH,"Ross County, Ohio",77000
13013,Republican,GA,"Barrow County, Georgia",77126
40145,Republican,OK,"Wagoner County, Oklahoma",77679
28075,Republican,MS,"Lauderdale County, Mississippi",77755
26037,Republican,MI,"Clinton County, Michigan",77888
51019,Democratic,VA,"Bedford County, Virginia",77960
17183,Republican,IL,"Vermilion County, Illinois",78111
29031,Republican,MO,"Cape Girardeau County, Missouri",78913
12087,Republican,FL,"Monroe County, Florida",79077
18085,Republican,IN,"Kosciusko County, Indiana",79092
21029,Republican,KY,"Bullitt County, Kentucky",79151
5145,Republican,AR,"White County, Arkansas",79263
55071,Republican,WI,"Manitowoc County, Wisconsin",79536
51165,Democratic,VA,"Rockingham County, Virginia",79744
48213,Republican,TX,"Henderson County, Texas",79901
1121,Republican,AL,"Talladega County, Alabama",80103
20103,Republican,KS,"Leavenworth County, Kansas",80204
51680,Democratic,VA,"Lynchburg city, Virginia",80212
