,Code,County,State,Title,Period,LF,Emp,U Level,U Rate,FIPS
42738,CN2000900000000,20.0,9.0,"Barton County, KS",Jun-17(p),"13,804","13,229",575,4.2,20009
42739,CN2001100000000,20.0,11.0,"Bourbon County, KS",Jun-17(p),"7,303","6,950",353,4.8,20011
42740,CN2001300000000,20.0,13.0,"Brown County, KS",Jun-17(p),"5,186","4,972",214,4.1,20013
42741,CN2001500000000,20.0,15.0,"Butler County, KS",Jun-17(p),"32,215","30,844","1,371",4.3,20015
42742,CN2001700000000,20.0,17.0,"Chase County, KS",Jun-17(p),"1,469","1,426",43,2.9,20017
42743,CN2001900000000,20.0,19.0,"Chautauqua County, KS",Jun-17(p),"1,500","1,426",74,4.9,20019
42744,CN2002100000000,20.0,21.0,"Cherokee County, KS",Jun-17(p),"10,111","9,667",444,4.4,20021
42745,CN2002300000000,20.0,23.0,"Cheyenne County, KS",Jun-17(p),"1,326","1,290",36,2.7,20023
42746,CN2002500000000,20.0,25.0,"Clark County, KS",Jun-17(p),"1,203","1,171",32,2.7,20025
42747,CN2002700000000,20.0,27.0,"Clay County, KS",Jun-17(p),"3,909","3,741",168,4.3,20027
42748,CN2002900000000,20.0,29.0,"Cloud County, KS",Jun-17(p),"3,989","3,788",201,5.0,20029
42749,CN2003100000000,20.0,31.0,"Coffey County, KS",Jun-17(p),"4,295","4,043",252,5.9,20031
42750,CN2003300000000,20.0,33.0,"Comanche County, KS",Jun-17(p),970,937,33,3.4,20033
42751,CN2003500000000,20.0,35.0,"Cowley County, KS",Jun-17(p),"17,382","16,615",767,4.4,20035
42752,CN2003700000000,20.0,37.0,"Crawford County, KS",Jun-17(p),"19,070","18,195",875,4.6,20037
42753,CN2003900000000,20.0,39.0,"Decatur County, KS",Jun-17(p),"1,346","1,295",51,3.8,20039
42754,CN2004100000000,20.0,41.0,"Dickinson County, KS",Jun-17(p),"9,274","8,813",461,5.0,20041
42755,CN2004300000000,20.0,43.0,"Doniphan County, KS",Jun-17(p),"4,291","4,120",171,4.0,20043
42756,CN2004500000000,20.0,45.0,"Douglas County, KS",Jun-17(p),"64,792","62,405","2,387",3.7,20045
42757,CN2004700000000,20.0,47.0,"Edwards County, KS",Jun-17(p),"1,426","1,371",55,3.9,20047
42758,CN2004900000000,20.0,49.0,"Elk County, KS",Jun-17(p),"1,214","1,146",68,5.6,20049
42759,CN2005100000000,20.0,51.0,"Ellis County, KS",Jun-17(p),"16,979","16,481",498,2.9,20051
42760,CN2005300000000,20.0,53.0,"Ellsworth County, KS",Jun-17(p),"2,652","2,555",97,3.7,20053
42761,CN2005500000000,20.0,55.0,"Finney County, KS",Jun-17(p),"20,574","19,918",656,3.2,20055
42762,CN2005700000000,20.0,57.0,"Ford County, KS",Jun-17(p),"18,342","17,765",577,3.1,20057
42763,CN2005900000000,20.0,59.0,"Franklin County, KS",Jun-17(p),"14,489","13,906",583,4.0,20059
42764,CN2006100000000,20.0,61.0,"Geary County, KS",Jun-17(p),"12,332","11,631",701,5.7,20061
42765,CN2006300000000,20.0,63.0,"Gove County, KS",Jun-17(p),"1,428","1,392",36,2.5,20063
42766,CN2006500000000,20.0,65.0,"Graham County, KS",Jun-17(p),"1,153","1,105",48,4.2,20065
42767,CN2006700000000,20.0,67.0,"Grant County, KS",Jun-17(p),"3,605","3,473",132,3.7,20067
42768,CN2006900000000,20.0,69.0,"Gray County, KS",Jun-17(p),"3,392","3,314",78,2.3,20069
42769,CN2007100000000,20.0,71.0,"Greeley County, KS",Jun-17(p),910,891,19,2.1,20071
42770,CN2007300000000,20.0,73.0,"Greenwood County, KS",Jun-17(p),"3,236","3,082",154,4.8,20073
42771,CN2007500000000,20.0,75.0,"Hamilton County, KS",Jun-17(p),"1,530","1,490",40,2.6,20075
42772,CN2007700000000,20.0,77.0,"Harper County, KS",Jun-17(p),"2,752","2,638",114,4.1,20077
42773,CN2007900000000,20.0,79.0,"Harvey County, KS",Jun-17(p),"17,254","16,595",659,3.8,20079
42774,CN2008100000000,20.0,81.0,"Haskell County, KS",Jun-17(p),"2,290","2,233",57,2.5,20081
42775,CN2008300000000,20.0,83.0,"Hodgeman County, KS",Jun-17(p),"1,009",980,29,2.9,20083
42776,CN2008500000000,20.0,85.0,"Jackson County, KS",Jun-17(p),"7,377","7,100",277,3.8,20085
42777,CN2008700000000,20.0,87.0,"Jefferson County, KS",Jun-17(p),"10,297","9,910",387,3.8,20087
42778,CN2008900000000,20.0,89.0,"Jewell County, KS",Jun-17(p),"1,318","1,266",52,3.9,20089
42779,CN2009100000000,20.0,91.0,"Johnson County, KS",Jun-17(p),"331,584","320,849","10,735",3.2,20091
42780,CN2009300000000,20.0,93.0,"Kearny County, KS",Jun-17(p),"2,087","2,027",60,2.9,20093
42781,CN2009500000000,20.0,95.0,"Kingman County, KS",Jun-17(p),"3,576","3,430",146,4.1,20095
42782,CN2009700000000,20.0,97.0,"Kiowa County, KS",Jun-17(p),"1,375","1,339",36,2.6,20097
42783,CN2009900000000,20.0,99.0,"Labette County, KS",Jun-17(p),"10,658","10,102",556,5.2,20099
42784,CN2010100000000,20.0,101.0,"Lane County, KS",Jun-17(p),829,794,35,4.2,20101
42785,CN2010300000000,20.0,103.0,"Leavenworth County, KS",Jun-17(p),"35,932","34,460","1,472",4.1,20103
42786,CN2010500000000,20.0,105.0,"Lincoln County, KS",Jun-17(p),"1,728","1,668",60,3.5,20105
42787,CN2010700000000,20.0,107.0,"Linn County, KS",Jun-17(p),"4,372","4,088",284,6.5,20107
42788,CN2010900000000,20.0,109.0,"Logan County, KS",Jun-17(p),"1,698","1,652",46,2.7,20109
42789,CN2011100000000,20.0,111.0,"Lyon County, KS",Jun-17(p),"17,138","16,423",715,4.2,20111
42790,CN2011300000000,20.0,113.0,"McPherson County, KS",Jun-17(p),"16,567","16,036",531,3.2,20113
42791,CN2011500000000,20.0,115.0,"Marion County, KS",Jun-17(p),"6,048","5,802",246,4.1,20115
42792,CN2011700000000,20.0,117.0,"Marshall County, KS",Jun-17(p),"5,474","5,306",168,3.1,20117
42793,CN2011900000000,20.0,119.0,"Meade County, KS",Jun-17(p),"2,359","2,296",63,2.7,20119
42794,CN2012100000000,20.0,121.0,"Miami County, KS",Jun-17(p),"17,060","16,382",678,4.0,20121
42795,CN2012300000000,20.0,123.0,"Mitchell County, KS",Jun-17(p),"3,545","3,432",113,3.2,20123
42796,CN2012500000000,20.0,125.0,"Montgomery County, KS",Jun-17(p),"14,999","14,089",910,6.1,20125
42797,CN2012700000000,20.0,127.0,"Morris County, KS",Jun-17(p),"3,153","3,055",98,3.1,20127
42798,CN2012900000000,20.0,129.0,"Morton County, KS",Jun-17(p),"1,310","1,255",55,4.2,20129
42799,CN2013100000000,20.0,131.0,"Nemaha County, KS",Jun-17(p),"5,945","5,787",158,2.7,20131
42800,CN2013300000000,20.0,133.0,"Neosho County, KS",Jun-17(p),"6,030","5,659",371,6.2,20133
42801,CN2013500000000,20.0,135.0,"Ness County, KS",Jun-17(p),"1,381","1,335",46,3.3,20135
42802,CN2013700000000,20.0,137.0,"Norton County, KS",Jun-17(p),"2,826","2,748",78,2.8,20137
42803,CN2013900000000,20.0,139.0,"Osage County, KS",Jun-17(p),"8,100","7,748",352,4.3,20139
42804,CN2014100000000,20.0,141.0,"Osborne County, KS",Jun-17(p),"2,098","2,035",63,3.0,20141
42805,CN2014300000000,20.0,143.0,"Ottawa County, KS",Jun-17(p),"3,177","3,068",109,3.4,20143
42806,CN2014500000000,20.0,145.0,"Pawnee County, KS",Jun-17(p),"3,103","2,984",119,3.8,20145
42807,CN2014700000000,20.0,147.0,"Phillips County, KS",Jun-17(p),"2,908","2,813",95,3.3,20147
42808,CN2014900000000,20.0,149.0,"Pottawatomie County, KS",Jun-17(p),"12,298","11,881",417,3.4,20149
42809,CN2015100000000,20.0,151.0,"Pratt County, KS",Jun-17(p),"5,008","4,816",192,3.8,20151
42810,CN2015300000000,20.0,153.0,"Rawlins County, KS",Jun-17(p),"1,477","1,439",38,2.6,20153
42811,CN2015500000000,20.0,155.0,"Reno County, KS",Jun-17(p),"29,763","28,478","1,285",4.3,20155
42812,CN2015700000000,20.0,157.0,"Republic County, KS",Jun-17(p),"2,521","2,442",79,3.1,20157
42813,CN2015900000000,20.0,159.0,"Rice County, KS",Jun-17(p),"5,312","5,095",217,4.1,20159
42814,CN2016100000000,20.0,161.0,"Riley County, KS",Jun-17(p),"37,039","35,777","1,262",3.4,20161
42815,CN2016300000000,20.0,163.0,"Rooks County, KS",Jun-17(p),"2,611","2,494",117,4.5,20163
42816,CN2016500000000,20.0,165.0,"Rush County, KS",Jun-17(p),"1,668","1,609",59,3.5,20165
42817,CN2016700000000,20.0,167.0,"Russell County, KS",Jun-17(p),"3,531","3,398",133,3.8,20167
42818,CN2016900000000,20.0,169.0,"Saline County, KS",Jun-17(p),"31,311","30,087","1,224",3.9,20169
42819,CN2017100000000,20.0,171.0,"Scott County, KS",Jun-17(p),"3,015","2,945",70,2.3,20171
42820,CN2017300000000,20.0,173.0,"Sedgwick County, KS",Jun-17(p),"248,622","237,006","11,616",4.7,20173
42821,CN2017500000000,20.0,175.0,"Seward County, KS",Jun-17(p),"10,016","9,590",426,4.3,20175
42822,CN2017700000000,20.0,177.0,"Shawnee County, KS",Jun-17(p),"93,206","89,472","3,734",4.0,20177
42823,CN2017900000000,20.0,179.0,"Sheridan County, KS",Jun-17(p),"1,427","1,392",35,2.5,20179
42824,CN2018100000000,20.0,181.0,"Sherman County, KS",Jun-17(p),"2,964","2,866",98,3.3,20181
42825,CN2018300000000,20.0,183.0,"Smith County, KS",Jun-17(p),"2,037","1,974",63,3.1,20183
42826,CN2018500000000,20.0,185.0,"Stafford County, KS",Jun-17(p),"2,109","2,027",82,3.9,20185
42827,CN2018700000000,20.0,187.0,"Stanton County, KS",Jun-17(p),"1,056","1,023",33,3.1,20187
42828,CN2018900000000,20.0,189.0,"Stevens County, KS",Jun-17(p),"2,630","2,530",100,3.8,20189
42829,CN2019100000000,20.0,191.0,"Sumner County, KS",Jun-17(p),"11,069","10,584",485,4.4,20191
42830,CN2019300000000,20.0,193.0,"Thomas County, KS",Jun-17(p),"4,382","4,246",136,3.1,20193
42831,CN2019500000000,20.0,195.0,"Trego County, KS",Jun-17(p),"1,522","1,468",54,3.5,20195
42832,CN2019700000000,20.0,197.0,"Wabaunsee County, KS",Jun-17(p),"3,731","3,606",125,3.4,20197
42833,CN2019900000000,20.0,199.0,"Wallace County, KS",Jun-17(p),873,846,27,3.1,20199
42834,CN2020100000000,20.0,201.0,"Washington County, KS",Jun-17(p),"3,009","2,896",113,3.8,20201
42835,CN2020300000000,20.0,203.0,"Wichita County, KS",Jun-17(p),"1,204","1,169",35,2.9,20203
42836,CN2020500000000,20.0,205.0,"Wilson County, KS",Jun-17(p),"4,174","3,973",201,4.8,20205
42837,CN2020700000000,20.0,207.0,"Woodson County, KS",Jun-17(p),"1,535","1,453",82,5.3,20207
42838,CN2020900000000,20.0,209.0,"Wyandotte County, KS",Jun-17(p),"77,226","73,306","3,920",5.1,20209
42839,CN2100100000000,21.0,1.0,"Adair County, KY",Jun-17(p),"6,954","6,455",499,7.2,21001
42840,CN2100300000000,21.0,3.0,"Allen County, KY",Jun-17(p),"9,323","8,879",444,4.8,21003
42841,CN2100500000000,21.0,5.0,"Anderson County, KY",Jun-17(p),"11,815","11,268",547,4.6,21005
42842,CN2100700000000,21.0,7.0,"Ballard County, KY",Jun-17(p),"3,765","3,464",301,8.0,21007
42843,CN2100900000000,21.0,9.0,"Barren County, KY",Jun-17(p),"20,005","18,971","1,034",5.2,21009
42844,CN2101100000000,21.0,11.0,"Bath County, KY",Jun-17(p),"4,945","4,550",395,8.0,21011
42845,CN2101300000000,21.0,13.0,"Bell County, KY",Jun-17(p),"8,757","7,920",837,9.6,21013
42846,CN2101500000000,21.0,15.0,"Boone County, KY",Jun-17(p),"69,665","66,478","3,187",4.6,21015
42847,CN2101700000000,21.0,17.0,"Bourbon County, KY",Jun-17(p),"10,402","9,860",542,5.2,21017
42848,CN2101900000000,21.0,19.0,"Boyd County, KY",Jun-17(p),"18,583","17,031","1,552",8.4,21019
42849,CN2102100000000,21.0,21.0,"Boyle County, KY",Jun-17(p),"12,890","12,092",798,6.2,21021
42850,CN2102300000000,21.0,23.0,"Bracken County, KY",Jun-17(p),"3,933","3,689",244,6.2,21023
42851,CN2102500000000,21.0,25.0,"Breathitt County, KY",Jun-17(p),"3,969","3,569",400,10.1,21025
42852,CN2102700000000,21.0,27.0,"Breckinridge County, KY",Jun-17(p),"8,247","7,722",525,6.4,21027
42853,CN2102900000000,21.0,29.0,"Bullitt County, KY",Jun-17(p),"42,018","39,959","2,059",4.9,21029
42854,CN2103100000000,21.0,31.0,"Butler County, KY",Jun-17(p),"5,459","5,139",320,5.9,21031
42855,CN2103300000000,21.0,33.0,"Caldwell County, KY",Jun-17(p),"5,565","5,218",347,6.2,21033
42856,CN2103500000000,21.0,35.0,"Calloway County, KY",Jun-17(p),"19,281","18,252","1,029",5.3,21035
42857,CN2103700000000,21.0,37.0,"Campbell County, KY",Jun-17(p),"50,642","48,364","2,278",4.5,21037
42858,CN2103900000000,21.0,39.0,"Carlisle County, KY",Jun-17(p),"3,172","2,982",190,6.0,21039
42859,CN2104100000000,21.0,41.0,"Carroll County, KY",Jun-17(p),"5,280","5,019",261,4.9,21041
42860,CN2104300000000,21.0,43.0,"Carter County, KY",Jun-17(p),"10,353","9,210","1,143",11.0,21043
42861,CN2104500000000,21.0,45.0,"Casey County, KY",Jun-17(p),"7,302","6,930",372,5.1,21045
42862,CN2104700000000,21.0,47.0,"Christian County, KY",Jun-17(p),"25,552","23,690","1,862",7.3,21047
42863,CN2104900000000,21.0,49.0,"Clark County, KY",Jun-17(p),"17,765","16,829",936,5.3,21049
42864,CN2105100000000,21.0,51.0,"Clay County, KY",Jun-17(p),"6,038","5,445",593,9.8,21051
42865,CN2105300000000,21.0,53.0,"Clinton County, KY",Jun-17(p),"3,942","3,622",320,8.1,21053
42866,CN2105500000000,21.0,55.0,"Crittenden County, KY",Jun-17(p),"4,281","4,035",246,5.7,21055
42867,CN2105700000000,21.0,57.0,"Cumberland County, KY",Jun-17(p),"3,095","2,928",167,5.4,21057
42868,CN2105900000000,21.0,59.0,"Daviess County, KY",Jun-17(p),"47,496","44,979","2,517",5.3,21059
42869,CN2106100000000,21.0,61.0,"Edmonson County, KY",Jun-17(p),"5,015","4,678",337,6.7,21061
42870,CN2106300000000,21.0,63.0,"Elliott County, KY",Jun-17(p),"2,251","1,986",265,11.8,21063
42871,CN2106500000000,21.0,65.0,"Estill County, KY",Jun-17(p),"5,577","5,194",383,6.9,21065
42872,CN2106700000000,21.0,67.0,"Fayette County, KY",Jun-17(p),"177,712","169,898","7,814",4.4,21067
42873,CN2106900000000,21.0,69.0,"Fleming County, KY",Jun-17(p),"6,212","5,798",414,6.7,21069
42874,CN2107100000000,21.0,71.0,"Floyd County, KY",Jun-17(p),"11,428","10,319","1,109",9.7,21071
42875,CN2107300000000,21.0,73.0,"Franklin County, KY",Jun-17(p),"25,387","24,131","1,256",4.9,21073
42876,CN2107500000000,21.0,75.0,"Fulton County, KY",Jun-17(p),"2,138","1,960",178,8.3,21075
42877,CN2107700000000,21.0,77.0,"Gallatin County, KY",Jun-17(p),"4,069","3,857",212,5.2,21077
42878,CN2107900000000,21.0,79.0,"Garrard County, KY",Jun-17(p),"7,916","7,497",419,5.3,21079
42879,CN2108100000000,21.0,81.0,"Grant County, KY",Jun-17(p),"11,720","11,091",629,5.4,21081
42880,CN2108300000000,21.0,83.0,"Graves County, KY",Jun-17(p),"16,136","15,037","1,099",6.8,21083
42881,CN2108500000000,21.0,85.0,"Grayson County, KY",Jun-17(p),"11,346","10,620",726,6.4,21085
42882,CN2108700000000,21.0,87.0,"Green County, KY",Jun-17(p),"5,320","5,026",294,5.5,21087
42883,CN2108900000000,21.0,89.0,"Greenup County, KY",Jun-17(p),"13,895","12,699","1,196",8.6,21089
42884,CN2109100000000,21.0,91.0,"Hancock County, KY",Jun-17(p),"4,060","3,821",239,5.9,21091
42885,CN2109300000000,21.0,93.0,"Hardin County, KY",Jun-17(p),"50,222","47,563","2,659",5.3,21093
42886,CN2109500000000,21.0,95.0,"Harlan County, KY",Jun-17(p),"7,051","6,263",788,11.2,21095
42887,CN2109700000000,21.0,97.0,"Harrison County, KY",Jun-17(p),"8,962","8,489",473,5.3,21097
42888,CN2109900000000,21.0,99.0,"Hart County, KY",Jun-17(p),"8,417","7,997",420,5.0,21099
42889,CN2110100000000,21.0,101.0,"Henderson County, KY",Jun-17(p),"22,197","21,004","1,193",5.4,21101
42890,CN2110300000000,21.0,103.0,"Henry County, KY",Jun-17(p),"8,162","7,774",388,4.8,21103
42891,CN2110500000000,21.0,105.0,"Hickman County, KY",Jun-17(p),"2,075","1,928",147,7.1,21105
42892,CN2110700000000,21.0,107.0,"Hopkins County, KY",Jun-17(p),"20,507","19,350","1,157",5.6,21107
42893,CN2110900000000,21.0,109.0,"Jackson County, KY",Jun-17(p),"4,416","4,004",412,9.3,21109
42894,CN2111100000000,21.0,111.0,"Jefferson County, KY",Jun-17(p),"402,097","381,493","20,604",5.1,21111
42895,CN2111300000000,21.0,113.0,"Jessamine County, KY",Jun-17(p),"26,693","25,452","1,241",4.6,21113
42896,CN2111500000000,21.0,115.0,"Johnson County, KY",Jun-17(p),"7,362","6,677",685,9.3,21115
42897,CN2111700000000,21.0,117.0,"Kenton County, KY",Jun-17(p),"88,141","84,035","4,106",4.7,21117
42898,CN2111900000000,21.0,119.0,"Knott County, KY",Jun-17(p),"4,486","4,016",470,10.5,21119
42899,CN2112100000000,21.0,121.0,"Knox County, KY",Jun-17(p),"10,341","9,393",948,9.2,21121
42900,CN2112300000000,21.0,123.0,"Larue County, KY",Jun-17(p),"6,297","5,964",333,5.3,21123
42901,CN2112500000000,21.0,125.0,"Laurel County, KY",Jun-17(p),"24,745","23,043","1,702",6.9,21125
42902,CN2112700000000,21.0,127.0,"Lawrence County, KY",Jun-17(p),"4,950","4,446",504,10.2,21127
42903,CN2112900000000,21.0,129.0,"Lee County, KY",Jun-17(p),"2,069","1,859",210,10.1,21129
42904,CN2113100000000,21.0,131.0,"Leslie County, KY",Jun-17(p),"2,757","2,422",335,12.2,21131
42905,CN2113300000000,21.0,133.0,"Letcher County, KY",Jun-17(p),"6,485","5,747",738,11.4,21133
42906,CN2113500000000,21.0,135.0,"Lewis County, KY",Jun-17(p),"5,032","4,562",470,9.3,21135
42907,CN2113700000000,21.0,137.0,"Lincoln County, KY",Jun-17(p),"9,589","8,976",613,6.4,21137
42908,CN2113900000000,21.0,139.0,"Livingston County, KY",Jun-17(p),"3,832","3,519",313,8.2,21139
42909,CN2114100000000,21.0,141.0,"Logan County, KY",Jun-17(p),"12,680","12,020",660,5.2,21141
42910,CN2114300000000,21.0,143.0,"Lyon County, KY",Jun-17(p),"3,349","3,156",193,5.8,21143
42911,CN2114500000000,21.0,145.0,"McCracken County, KY",Jun-17(p),"29,894","27,883","2,011",6.7,21145
42912,CN2114700000000,21.0,147.0,"McCreary County, KY",Jun-17(p),"4,879","4,500",379,7.8,21147
42913,CN2114900000000,21.0,149.0,"McLean County, KY",Jun-17(p),"4,471","4,206",265,5.9,21149
42914,CN2115100000000,21.0,151.0,"Madison County, KY",Jun-17(p),"45,536","43,084","2,452",5.4,21151
42915,CN2115300000000,21.0,153.0,"Magoffin County, KY",Jun-17(p),"2,995","2,455",540,18.0,21153
42916,CN2115500000000,21.0,155.0,"Marion County, KY",Jun-17(p),"9,941","9,463",478,4.8,21155
42917,CN2115700000000,21.0,157.0,"Marshall County, KY",Jun-17(p),"15,800","14,794","1,006",6.4,21157
42918,CN2115900000000,21.0,159.0,"Martin County, KY",Jun-17(p),"2,967","2,678",289,9.7,21159
42919,CN2116100000000,21.0,161.0,"Mason County, KY",Jun-17(p),"7,508","6,989",519,6.9,21161
42920,CN2116300000000,21.0,163.0,"Meade County, KY",Jun-17(p),"12,709","11,961",748,5.9,21163
42921,CN2116500000000,21.0,165.0,"Menifee County, KY",Jun-17(p),"2,474","2,255",219,8.9,21165
42922,CN2116700000000,21.0,167.0,"Mercer County, KY",Jun-17(p),"10,479","9,907",572,5.5,21167
42923,CN2116900000000,21.0,169.0,"Metcalfe County, KY",Jun-17(p),"4,347","4,135",212,4.9,21169
42924,CN2117100000000,21.0,171.0,"Monroe County, KY",Jun-17(p),"5,019","4,793",226,4.5,21171
42925,CN2117300000000,21.0,173.0,"Montgomery County, KY",Jun-17(p),"12,337","11,464",873,7.1,21173
42926,CN2117500000000,21.0,175.0,"Morgan County, KY",Jun-17(p),"4,696","4,317",379,8.1,21175
42927,CN2117700000000,21.0,177.0,"Muhlenberg County, KY",Jun-17(p),"11,985","11,009",976,8.1,21177
42928,CN2117900000000,21.0,179.0,"Nelson County, KY",Jun-17(p),"22,831","21,691","1,140",5.0,21179
42929,CN2118100000000,21.0,181.0,"Nicholas County, KY",Jun-17(p),"3,550","3,335",215,6.1,21181
42930,CN2118300000000,21.0,183.0,"Ohio County, KY",Jun-17(p),"9,861","9,135",726,7.4,21183
42931,CN2118500000000,21.0,185.0,"Oldham County, KY",Jun-17(p),"32,992","31,572","1,420",4.3,21185
42932,CN2118700000000,21.0,187.0,"Owen County, KY",Jun-17(p),"5,968","5,689",279,4.7,21187
42933,CN2118900000000,21.0,189.0,"Owsley County, KY",Jun-17(p),"1,178","1,062",116,9.8,21189
42934,CN2119100000000,21.0,191.0,"Pendleton County, KY",Jun-17(p),"7,049","6,673",376,5.3,21191
42935,CN2119300000000,21.0,193.0,"Perry County, KY",Jun-17(p),"8,405","7,578",827,9.8,21193
42936,CN2119500000000,21.0,195.0,"Pike County, KY",Jun-17(p),"19,651","17,705","1,946",9.9,21195
42937,CN2119700000000,21.0,197.0,"Powell County, KY",Jun-17(p),"5,200","4,812",388,7.5,21197
42938,CN2119900000000,21.0,199.0,"Pulaski County, KY",Jun-17(p),"26,125","24,505","1,620",6.2,21199
42939,CN2120100000000,21.0,201.0,"Robertson County, KY",Jun-17(p),854,792,62,7.3,21201
42940,CN2120300000000,21.0,203.0,"Rockcastle County, KY",Jun-17(p),"6,850","6,414",436,6.4,21203
42941,CN2120500000000,21.0,205.0,"Rowan County, KY",Jun-17(p),"11,129","10,386",743,6.7,21205
42942,CN2120700000000,21.0,207.0,"Russell County, KY",Jun-17(p),"6,365","5,878",487,7.7,21207
42943,CN2120900000000,21.0,209.0,"Scott County, KY",Jun-17(p),"28,499","27,211","1,288",4.5,21209
42944,CN2121100000000,21.0,211.0,"Shelby County, KY",Jun-17(p),"24,404","23,370","1,034",4.2,21211
42945,CN2121300000000,21.0,213.0,"Simpson County, KY",Jun-17(p),"8,745","8,267",478,5.5,21213
42946,CN2121500000000,21.0,215.0,"Spencer County, KY",Jun-17(p),"9,828","9,408",420,4.3,21215
42947,CN2121700000000,21.0,217.0,"Taylor County, KY",Jun-17(p),"12,078","11,383",695,5.8,21217
42948,CN2121900000000,21.0,219.0,"Todd County, KY",Jun-17(p),"5,775","5,495",280,4.8,21219
42949,CN2122100000000,21.0,221.0,"Trigg County, KY",Jun-17(p),"5,878","5,502",376,6.4,21221
42950,CN2122300000000,21.0,223.0,"Trimble County, KY",Jun-17(p),"4,092","3,854",238,5.8,21223
42951,CN2122500000000,21.0,225.0,"Union County, KY",Jun-17(p),"6,320","5,860",460,7.3,21225
42952,CN2122700000000,21.0,227.0,"Warren County, KY",Jun-17(p),"64,180","61,046","3,134",4.9,21227
42953,CN2122900000000,21.0,229.0,"Washington County, KY",Jun-17(p),"6,472","6,163",309,4.8,21229
42954,CN2123100000000,21.0,231.0,"Wayne County, KY",Jun-17(p),"8,057","7,341",716,8.9,21231
42955,CN2123300000000,21.0,233.0,"Webster County, KY",Jun-17(p),"5,781","5,444",337,5.8,21233
42956,CN2123500000000,21.0,235.0,"Whitley County, KY",Jun-17(p),"13,852","12,856",996,7.2,21235
42957,CN2123700000000,21.0,237.0,"Wolfe County, KY",Jun-17(p),"2,051","1,829",222,10.8,21237
42958,CN2123900000000,21.0,239.0,"Woodford County, KY",Jun-17(p),"15,292","14,704",588,3.8,21239
42959,CN2200100000000,22.0,1.0,"Acadia Parish, LA",Jun-17(p),"24,371","22,764","1,607",6.6,22001
42960,CN2200300000000,22.0,3.0,"Allen Parish, LA",Jun-17(p),"8,986","8,440",546,6.1,22003
42961,CN2200500000000,22.0,5.0,"Ascension Parish, LA",Jun-17(p),"61,567","58,558","3,009",4.9,22005
42962,CN2200700000000,22.0,7.0,"Assumption Parish, LA",Jun-17(p),"9,219","8,487",732,7.9,22007
42963,CN2200900000000,22.0,9.0,"Avoyelles Parish, LA",Jun-17(p),"15,788","14,615","1,173",7.4,22009
42964,CN2201100000000,22.0,11.0,"Beauregard Parish, LA",Jun-17(p),"14,964","14,108",856,5.7,22011
42965,CN2201300000000,22.0,13.0,"Bienville Parish, LA",Jun-17(p),"5,703","5,321",382,6.7,22013
42966,CN2201500000000,22.0,15.0,"Bossier Parish, LA",Jun-17(p),"56,344","53,471","2,873",5.1,22015
42967,CN2201700000000,22.0,17.0,"Caddo Parish, LA",Jun-17(p),"106,838","99,678","7,160",6.7,22017
42968,CN2201900000000,22.0,19.0,"Calcasieu Parish, LA",Jun-17(p),"106,867","102,011","4,856",4.5,22019
42969,CN2202100000000,22.0,21.0,"Caldwell Parish, LA",Jun-17(p),"3,969","3,729",240,6.0,22021
42970,CN2202300000000,22.0,23.0,"Cameron Parish, LA",Jun-17(p),"3,967","3,810",157,4.0,22023
42971,CN2202500000000,22.0,25.0,"Catahoula Parish, LA",Jun-17(p),"3,605","3,324",281,7.8,22025
42972,CN2202700000000,22.0,27.0,"Claiborne Parish, LA",Jun-17(p),"5,808","5,442",366,6.3,22027
42973,CN2202900000000,22.0,29.0,"Concordia Parish, LA",Jun-17(p),"7,459","6,769",690,9.3,22029
42974,CN2203100000000,22.0,31.0,"De Soto Parish, LA",Jun-17(p),"10,707","9,970",737,6.9,22031
42975,CN2203300000000,22.0,33.0,"East Baton Rouge Parish, LA",Jun-17(p),"234,452","222,374","12,078",5.2,22033
42976,CN2203500000000,22.0,35.0,"East Carroll Parish, LA",Jun-17(p),"2,185","1,918",267,12.2,22035
42977,CN2203700000000,22.0,37.0,"East Feliciana Parish, LA",Jun-17(p),"8,236","7,782",454,5.5,22037
42978,CN2203900000000,22.0,39.0,"Evangeline Parish, LA",Jun-17(p),"12,665","11,786",879,6.9,22039
42979,CN2204100000000,22.0,41.0,"Franklin Parish, LA",Jun-17(p),"7,538","6,904",634,8.4,22041
42980,CN2204300000000,22.0,43.0,"Grant Parish, LA",Jun-17(p),"8,444","7,811",633,7.5,22043
42981,CN2204500000000,22.0,45.0,"Iberia Parish, LA",Jun-17(p),"30,149","27,712","2,437",8.1,22045
42982,CN2204700000000,22.0,47.0,"Iberville Parish, LA",Jun-17(p),"14,480","13,451","1,029",7.1,22047
42983,CN2204900000000,22.0,49.0,"Jackson Parish, LA",Jun-17(p),"7,053","6,684",369,5.2,22049
42984,CN2205100000000,22.0,51.0,"Jefferson Parish, LA",Jun-17(p),"217,448","206,169","11,279",5.2,22051
42985,CN2205300000000,22.0,53.0,"Jefferson Davis Parish, LA",Jun-17(p),"13,738","13,000",738,5.4,22053
42986,CN2205500000000,22.0,55.0,"Lafayette Parish, LA",Jun-17(p),"111,920","105,649","6,271",5.6,22055
42987,CN2205700000000,22.0,57.0,"Lafourche Parish, LA",Jun-17(p),"42,018","39,572","2,446",5.8,22057
42988,CN2205900000000,22.0,59.0,"LaSalle Parish, LA",Jun-17(p),"6,136","5,808",328,5.3,22059
