pt3ISO,TradeValue,rt3ISO,period
CYM,844635,USA,2005
CAN,9301,ZMB,2005
CAN,32166,BRB,2010
CYM,64,BRB,2010
CYM,175,BRB,2010
CAN,416,BWA,2010
CAN,61,CMR,2010
CAF,39,CMR,2010
CMR,910,COG,2010
CAN,292,COG,2010
CAN,260863,LBY,2010
CMR,3281,MAR,2010
CAN,73607,MAR,2010
CAN,2458,OMN,2010
CAN,768,PHL,2010
CAN,2860591,PHL,2010
CAN,1361,QAT,2010
CAN,620,UKR,2010
CAN,41061,VEN,2010
CAN,19140,BRB,2015
CAN,100,BRB,2015
CAN,2751,PHL,2015
CAF,14000,PHL,2015
CAN,416,ATG,2005
CAN,331,BWA,2005
CAN,4541,DMA,2005
CAN,3333,DOM,2005
CAN,4515,IDN,2005
CAN,6416,PHL,2005
CAN,522802,PHL,2005
CAN,10112,LCA,2005
CAN,37,LCA,2005
CAN,7275,VCT,2005
CAN,32348,VEN,2005
CAN,218,LSO,2010
CAN,6493,LCA,2010
ZMB,359,BEL,2015
ZWE,200,BWA,2015
ZWE,659,BWA,2015
ZMB,614,BWA,2015
ZMB,1778,BWA,2015
ZWE,6264,CAN,2015
ZWE,11874,CAN,2015
ZMB,4070,CAN,2015
ZWE,95128,CHN,2015
ZMB,302185,CHN,2015
ZWE,3541,CZE,2015
ZMB,57391,CZE,2015
ZWE,575,DNK,2015
ZMB,686,DNK,2015
ZMB,42,FIN,2015
ZWE,121,FRA,2015
ZWE,394993,FRA,2015
ZMB,2400,FRA,2015
ZWE,37382,DEU,2015
ZMB,125636,DEU,2015
ZWE,87200,HKG,2015
ZMB,547520,HKG,2015
ZWE,4125,IRL,2015
ZMB,50,IRL,2015
ZMB,490191,IRL,2015
ZWE,1951,ITA,2015
ZWE,1650,KAZ,2015
ZWE,23400,KOR,2015
ZMB,122,LTU,2015
ZMB,368,LUX,2015
ZWE,2303,MWI,2015
ZWE,1645,MWI,2015
ZMB,260,MWI,2015
ZWE,1137,MEX,2015
ZMB,1798,MEX,2015
ZWE,147967,,2015
ZWE,9827,NLD,2015
ZWE,58612,NLD,2015
ZMB,5414,NLD,2015
ZMB,240723,NLD,2015
ZWE,21568,NZL,2015
ZWE,316,POL,2015
ZWE,1582,POL,2015
ZMB,14,POL,2015
ZMB,49081,IND,2015
ZWE,2668,ZAF,2015
ZWE,538387,ZAF,2015
ZMB,37093,ZAF,2015
ZMB,2305080,ZAF,2015
ZMB,64257,ESP,2015
ZMB,150024,SWE,2015
ZWE,10,CHE,2015
ZWE,70,THA,2015
ZMB,6441,THA,2015
ZWE,12925,ARE,2015
ZMB,6669,ARE,2015
ZWE,75458,GBR,2015
ZMB,3739,GBR,2015
ZMB,100,TZA,2015
ZWE,212573,USA,2015
ZMB,81113,USA,2015
ZWE,1161,AUS,2010
ZMB,10176,AUS,2010
ZWE,60,AUT,2010
ZMB,237,AUT,2010
ZMB,864,AUT,2010
ZMB,86,BGD,2010
ZWE,10772,BEL,2010
ZWE,3539,BEL,2010
ZWE,358,CAN,2010
ZMB,18260,CAN,2010
ZWE,23369,CHN,2010
ZMB,26186,CHN,2010
ZMB,4249,CYP,2010
ZWE,34465,FRA,2010
ZWE,1325,DEU,2010
ZMB,5300,DEU,2010
ZMB,9267,HKG,2010
ZWE,19000,HUN,2010
ZMB,8000,HUN,2010
ZMB,100,KOR,2010
ZMB,4378,MWI,2010
ZWE,126080,,2010
ZMB,221,,2010
ZWE,41759,NAM,2010
ZMB,4561,NAM,2010
ZWE,3977,NLD,2010
ZWE,545115,NLD,2010
ZMB,3977,NLD,2010
ZMB,330252,NLD,2010
ZWE,1877,PAK,2010
ZWE,771,IND,2010
ZMB,35119,IND,2010
ZWE,2670,ZAF,2010
ZWE,629600,ZAF,2010
ZMB,3275,ZAF,2010
ZMB,274668,ZAF,2010
ZMB,328,ZWE,2010
ZMB,3896,SWE,2010
ZMB,290,CHE,2010
ZWE,189,THA,2010
ZMB,8726,UGA,2010
ZWE,7961,GBR,2010
ZWE,9585,GBR,2010
ZMB,187934,GBR,2010
ZWE,8468,USA,2010
ZMB,10693,USA,2010
ZWE,1219,MOZ,2015
ZMB,24221,CAN,2005
ZWE,24536,CHN,2005
ZMB,94142,CHN,2005
ZMB,391,CYP,2005
ZMB,72,DNK,2005
ZWE,4977,FRA,2005
ZWE,5000,DEU,2005
ZMB,25000,DEU,2005
ZWE,47995,HKG,2005
ZWE,1244,IRL,2005
ZMB,2162,KOR,2005
ZWE,204741,MYS,2005
ZWE,61,MOZ,2005
ZWE,262309,NLD,2005
ZWE,167895,NLD,2005
ZMB,1243,NLD,2005
ZMB,42285,NLD,2005
ZMB,288,NOR,2005
ZWE,45,IND,2005
ZMB,6785,IND,2005
ZWE,2282,ZAF,2005
ZWE,60608,ZAF,2005
ZMB,1076,ZAF,2005
ZMB,45352,ZAF,2005
ZWE,7770,SWE,2005
ZWE,12495,ARE,2005
ZMB,9810,ARE,2005
ZWE,21329,GBR,2005
ZWE,9070,GBR,2005
ZMB,7258,GBR,2005
ZWE,7967,USA,2005
ZMB,19303,USA,2005
ZMB,54914,BWA,2010
MOZ,812,AGO,2015
MNE,222,AUT,2015
MAR,48,AUT,2015
MAR,8199,AUT,2015
MAR,412,BHR,2015
MNG,1,BEL,2015
MAR,41146,BEL,2015
MOZ,2897,BEL,2015
MNE,1861,BIH,2015
MNE,560,BIH,2015
MNE,1317,BGR,2015
MAR,95,CAN,2015
MAR,23790,CAN,2015
MNG,381515,CHN,2015
MNE,2469,CHN,2015
MAR,92,CHN,2015
MAR,765080,CHN,2015
MOZ,493505,CHN,2015
MNE,30,HRV,2015
MNE,88114,HRV,2015
MNE,287610,CZE,2015
MAR,1778,CZE,2015
MAR,1619861,CZE,2015
MOZ,95973,CZE,2015
MNG,700,DNK,2015
MAR,12794,DNK,2015
MOZ,584,DNK,2015
MAR,1351,EST,2015
MAR,13354,FIN,2015
MNE,132,FRA,2015
MAR,104592,FRA,2015
MAR,4584217,FRA,2015
MOZ,3108,FRA,2015
MOZ,4024,FRA,2015
MNG,4129,DEU,2015
MNE,65308,DEU,2015
MAR,11331,DEU,2015
MAR,1107894,DEU,2015
MOZ,96478,DEU,2015
MNG,22057,HKG,2015
MAR,21610,HKG,2015
MAR,992500,HKG,2015
MOZ,271460,HKG,2015
MNE,6892,HUN,2015
MAR,66200,HUN,2015
MNE,2444,IRL,2015
MAR,1022860,IRL,2015
MOZ,2733,IRL,2015
MOZ,248435,IRL,2015
MNE,6000,ISR,2015
MOZ,244000,ISR,2015
MAR,11648,ITA,2015
MAR,869,CIV,2015
MNG,50948,JPN,2015
MOZ,71632,JPN,2015
MNG,11,KOR,2015
MNG,444111,KOR,2015
MNE,278,KOR,2015
MAR,4258,KOR,2015
MAR,6451,KWT,2015
MAR,41135,LTU,2015
MAR,1919,LTU,2015
MAR,133,LUX,2015
MAR,10421,LUX,2015
MAR,46,MUS,2015
MAR,71842,MUS,2015
MNE,61914,MEX,2015
MAR,96000,MEX,2015
MAR,986281,MEX,2015
MOZ,1500,MEX,2015
MOZ,4488,MEX,2015
MNG,187628,,2015
MNE,8311,,2015
MAR,92,,2015
MAR,586080,,2015
MOZ,87411,,2015
MNE,14448,NLD,2015
MNE,497354,NLD,2015
MAR,69600,NLD,2015
MAR,2879327,NLD,2015
MOZ,2775,NLD,2015
MOZ,324396,NLD,2015
MAR,100,NZL,2015
MSR,841,NOR,2015
MAR,2428,NOR,2015
MNE,2347,POL,2015
MAR,4306809,POL,2015
MAR,3567,POL,2015
MNE,1037,PRT,2015
MAR,2714,PRT,2015
MOZ,1010,PRT,2015
MOZ,245078,PRT,2015
MAR,114,QAT,2015
MOZ,130,QAT,2015
MAR,32,ROU,2015
MAR,1725,ROU,2015
MNG,82,RUS,2015
MAR,24231,SEN,2015
MNE,4385,SRB,2015
MNE,691732,SRB,2015
MOZ,49,SRB,2015
MAR,6813,IND,2015
MOZ,1292,IND,2015
MNG,14109,SGP,2015
MAR,13614,SGP,2015
MNE,100,SVK,2015
MAR,927,SVK,2015
MOZ,109469,VNM,2015
MNG,113979,SVN,2015
MNE,9447,SVN,2015
MAR,248,SVN,2015
MOZ,4266,ZAF,2015
MOZ,105828,ZAF,2015
MOZ,630,ZWE,2015
MAR,2085,ESP,2015
MAR,1090389,ESP,2015
MNG,84915,SWE,2015
MAR,119,SWE,2015
MAR,6523,SWE,2015
MOZ,8539,SWE,2015
MNG,1561,CHE,2015
MAR,921,CHE,2015
MAR,1020,CHE,2015
MNE,51,THA,2015
MAR,2595,THA,2015
MAR,59884,ARE,2015
MOZ,4589,ARE,2015
MAR,23064,TUN,2015
MAR,1876,TUN,2015
MAR,2929,TUR,2015
MOZ,410,TUR,2015
MNG,30892,GBR,2015
MNG,6882,GBR,2015
MNE,79304,GBR,2015
MAR,279379,GBR,2015
MOZ,12015,GBR,2015
MOZ,186,TZA,2015
MNG,42751,USA,2015
MNG,55500,USA,2015
MNE,10789,USA,2015
MSR,61647,USA,2015
MAR,138369,USA,2015
MAR,563776,USA,2015
MOZ,241855,USA,2015
MOZ,85485,USA,2015
MAR,2114,DZA,2010
MAR,1602,AUS,2010
MNE,1809,AUT,2010
MAR,15,AUT,2010
MNG,86,BGD,2010
MAR,646,BGD,2010
MNE,223,BEL,2010
MAR,417,BEL,2010
MAR,12980,BEL,2010
MOZ,147,BEL,2010
MOZ,270,BEL,2010
MNE,208,BIH,2010
MAR,168600,BRA,2010
MNE,714,BGR,2010
MAR,10378,CAN,2010
MAR,11336,CAN,2010
MNG,94570,CHN,2010
MNE,21018,CHN,2010
MAR,404091,CHN,2010
MOZ,10721,CHN,2010
MNE,317313,HRV,2010
MNE,4140,CZE,2010
MAR,999503,CZE,2010
MAR,9932,DNK,2010
MNE,5302,FRA,2010
MAR,71576,FRA,2010
MAR,4516185,FRA,2010
MOZ,3977,FRA,2010
MAR,42,GEO,2010
MOZ,261,PSE,2010
MNG,3975,DEU,2010
MNE,147077,DEU,2010
MAR,1325,DEU,2010
MAR,3834598,DEU,2010
MOZ,37100,DEU,2010
MNG,3434,HKG,2010
MAR,13043,HKG,2010
MNE,36000,HUN,2010
MOZ,32000,HUN,2010
MAR,2728,IRL,2010
MAR,99987,IRL,2010
MOZ,249,IRL,2010
MOZ,2156,IRL,2010
MAR,2084,ITA,2010
MAR,95499,ITA,2010
MAR,5136,CIV,2010
MNG,3038,JPN,2010
MAR,4455,JPN,2010
MNG,14982,KOR,2010
MAR,765808,KOR,2010
MOZ,254,KOR,2010
MAR,468,KWT,2010
MNE,122,LTU,2010
MAR,38,LTU,2010
MAR,8696,LUX,2010
MOZ,567,MWI,2010
MSR,119280,MEX,2010
MAR,805,MEX,2010
MAR,600,MEX,2010
MNG,119505,,2010
MAR,409856,,2010
MOZ,115110,,2010
MNE,194968,NLD,2010
MAR,106062,NLD,2010
MAR,3045217,NLD,2010
MOZ,1326,NLD,2010
MOZ,818336,NLD,2010
MAR,198,NOR,2010
MNE,6758,POL,2010
MAR,9288,POL,2010
MAR,1192,PRT,2010
MOZ,36886,PRT,2010
MNE,3272,ROU,2010
MAR,155,VCT,2010
MNE,2352,SRB,2010
MNE,1027892,SRB,2010
MAR,623133,IND,2010
MOZ,74,IND,2010
MNG,141833,SGP,2010
MAR,4,SGP,2010
MNE,30661,SVN,2010
MAR,257,ZAF,2010
MAR,16264,ZAF,2010
MOZ,6410,ZAF,2010
MOZ,334381,ZAF,2010
MAR,611,ESP,2010
MAR,229856,ESP,2010
MNG,13083,SWE,2010
MNE,278,SWE,2010
MSR,1392,SWE,2010
MAR,696,SWE,2010
MAR,256,CHE,2010
MAR,5412,CHE,2010
MOZ,19,CHE,2010
MAR,249,TTO,2010
MAR,2244,TUN,2010
MAR,910,TUR,2010
MNG,3092,GBR,2010
MAR,166766,GBR,2010
MOZ,4620,GBR,2010
MNG,3490,USA,2010
MNE,18545,USA,2010
MSR,113678,USA,2010
MAR,1188687,USA,2010
MOZ,47177,USA,2010
MAR,25919,AUS,2005
MAR,5237,AUT,2005
MOZ,5354,AUT,2005
MAR,6471,BEL,2005
MAR,372405,BEL,2005
MOZ,168,BIH,2005
MAR,9370,BRA,2005
MAR,26931,CAN,2005
MAR,186307,CAN,2005
MNG,106058,CHN,2005
MAR,12563,CHN,2005
MAR,20863417,CHN,2005
MAR,22191,CZE,2005
MAR,908,CZE,2005
MNG,6,DNK,2005
MAR,6765,DNK,2005
MAR,737,FIN,2005
MAR,41061,FRA,2005
MAR,3330837,FRA,2005
MOZ,34839,FRA,2005
MNG,3000,DEU,2005
MAR,18000,DEU,2005
MAR,1029000,DEU,2005
MOZ,3000,DEU,2005
MNG,31093,HKG,2005
MAR,3249,HKG,2005
MAR,12367,HKG,2005
MAR,1000,HUN,2005
MAR,45000,HUN,2005
MAR,193,ISL,2005
MNG,14483,IRL,2005
MAR,657305,IRL,2005
MAR,1078,CIV,2005
MAR,1132771,JPN,2005
MNG,85883,KOR,2005
MAR,20321,KOR,2005
MAR,4895,KOR,2005
MOZ,628,MWI,2005
MNG,15139,,2005
MAR,9369,,2005
MAR,25071,,2005
MOZ,2324,,2005
MNG,2487,NLD,2005
MAR,535806,NLD,2005
MAR,2117966,NLD,2005
MOZ,271120,NLD,2005
MAR,26812,NOR,2005
MAR,28647,POL,2005
MAR,1244,PRT,2005
MOZ,31607,PRT,2005
MOZ,8700,SRB,2005
MAR,64259,IND,2005
MNG,40679,SGP,2005
MAR,3802,SGP,2005
MAR,10875789,SGP,2005
MOZ,13335,SGP,2005
MAR,1383,SVK,2005
MAR,432,SVN,2005
MAR,20579,ZAF,2005
MAR,214,ZAF,2005
MOZ,972,ZAF,2005
MOZ,304307,ZAF,2005
MAR,2477,ESP,2005
MAR,1001328,ESP,2005
MOZ,17685,SWE,2005
MNG,268,CHE,2005
MAR,82040,CHE,2005
MAR,105,THA,2005
MAR,51299,ARE,2005
MOZ,15253,ARE,2005
MOZ,302,MKD,2005
MNG,670131,GBR,2005
MAR,125348,GBR,2005
MAR,226951,GBR,2005
MOZ,4047,GBR,2005
MNG,49406,USA,2005
MSR,6343,USA,2005
MAR,3406,USA,2005
MAR,208209,USA,2005
MOZ,29035,USA,2005
MSR,648,BRB,2010
MOZ,196200,PHL,2005
KIR,5792,AUS,2015
KWT,71405,AUS,2015
KGZ,2296,AUS,2015
KAZ,54,AUT,2015
KEN,55,AUT,2015
KWT,634,AUT,2015
KWT,70774,BHR,2015
KAZ,2152,BEL,2015
KEN,63793,BEL,2015
KWT,12561,BEL,2015
KGZ,28,BEL,2015
KAZ,974,BGR,2015
KEN,1518,BGR,2015
KAZ,99,CAN,2015
KAZ,49422,CAN,2015
KEN,2224,CAN,2015
KEN,2667,CAN,2015
KWT,58136,CAN,2015
KGZ,11517,CAN,2015
KAZ,441489,CHN,2015
KEN,204,CHN,2015
KEN,1676959,CHN,2015
KWT,440,CHN,2015
KWT,1084898,CHN,2015
KGZ,27608,CHN,2015
KAZ,4614,CZE,2015
KAZ,7667962,CZE,2015
KEN,127,CZE,2015
KEN,1100283,CZE,2015
KWT,948355,CZE,2015
KGZ,72,CZE,2015
KGZ,245816,CZE,2015
KAZ,27960,DNK,2015
KEN,3445,DNK,2015
KEN,6073,DNK,2015
KWT,165,DNK,2015
KWT,22694,DNK,2015
KGZ,38,DNK,2015
KEN,2730,ETH,2015
KIR,4226,FJI,2015
KAZ,7578,FIN,2015
KAZ,374978,FIN,2015
KEN,61,FIN,2015
KAZ,582,FRA,2015
KAZ,32417,FRA,2015
KEN,1322,FRA,2015
KEN,55543,FRA,2015
KWT,1083,FRA,2015
KWT,108187,FRA,2015
KGZ,121,FRA,2015
KGZ,26209,FRA,2015
KAZ,1799,GEO,2015
KAZ,20,GEO,2015
KAZ,4801,DEU,2015
KAZ,4940671,DEU,2015
KEN,2916,DEU,2015
KEN,566660,DEU,2015
KWT,17638,DEU,2015
KWT,865644,DEU,2015
KGZ,30572,DEU,2015
KAZ,970536,HKG,2015
KEN,2067337,HKG,2015
KWT,608315,HKG,2015
KAZ,481,HUN,2015
KEN,263,HUN,2015
KWT,4266,HUN,2015
KWT,60904,HUN,2015
KGZ,16898,HUN,2015
KAZ,416299,IRL,2015
KEN,187,IRL,2015
KEN,3690354,IRL,2015
KWT,121411,IRL,2015
KWT,11475381,IRL,2015
KAZ,5000,ISR,2015
KEN,13000,ISR,2015
KGZ,21000,ISR,2015
KAZ,1060352,ITA,2015
KEN,4051,ITA,2015
KWT,2841,ITA,2015
KEN,2314,JPN,2015
KWT,312057,JPN,2015
KGZ,10371,KAZ,2015
KAZ,22,KOR,2015
KAZ,65889,KOR,2015
KEN,2340,KOR,2015
KWT,166,KOR,2015
KWT,90,KOR,2015
KGZ,240,KOR,2015
KAZ,43479,KGZ,2015
KEN,18000,LVA,2015
KAZ,1507,LTU,2015
KAZ,13182,LTU,2015
KEN,2894,LTU,2015
KGZ,267,LTU,2015
KEN,7422,MWI,2015
KWT,4996,MYS,2015
KWT,8470,MYS,2015
KEN,132874,MUS,2015
KAZ,40067,MEX,2015
KEN,300,MEX,2015
KEN,35848,MEX,2015
KWT,65283,MEX,2015
KGZ,7167,MEX,2015
KAZ,3485879,,2015
KEN,113980,,2015
KWT,224619,,2015
KGZ,67628,,2015
KWT,928,OMN,2015
KEN,97,NPL,2015
KAZ,34415,NLD,2015
KAZ,2818390,NLD,2015
KEN,84307,NLD,2015
KEN,2805764,NLD,2015
KWT,62091,NLD,2015
KWT,343000,NLD,2015
KGZ,517,NLD,2015
KGZ,27337,NLD,2015
KIR,477,NZL,2015
KWT,63067,NOR,2015
KWT,638,PAK,2015
KAZ,289,POL,2015
KEN,1958,POL,2015
KWT,4777,POL,2015
KGZ,8673,POL,2015
KAZ,166,PRT,2015
KEN,237,PRT,2015
KEN,1848,QAT,2015
KWT,8142,QAT,2015
KAZ,195474,RUS,2015
KAZ,686312,RUS,2015
KGZ,8813,RUS,2015
KEN,1983,RWA,2015
KEN,7,RWA,2015
KAZ,713,IND,2015
KEN,36445,IND,2015
KWT,2931,IND,2015
KGZ,8733,IND,2015
KIR,4421,SGP,2015
KAZ,79496,SGP,2015
KEN,4071,SGP,2015
KWT,27579,SGP,2015
KAZ,155,SVK,2015
KEN,11,SVK,2015
KEN,1329,SVN,2015
KAZ,854,ZAF,2015
KAZ,1867,ZAF,2015
KEN,3707,ZAF,2015
KEN,203906,ZAF,2015
KGZ,90,ZAF,2015
KAZ,6646,ESP,2015
KEN,176,ESP,2015
KEN,277,ESP,2015
KWT,278,ESP,2015
KWT,256,ESP,2015
KEN,119,SWE,2015
KEN,42102,SWE,2015
KAZ,783,CHE,2015
KEN,66,CHE,2015
KEN,18701,CHE,2015
KWT,426,CHE,2015
KWT,993,CHE,2015
KEN,16,THA,2015
KWT,51,THA,2015
KWT,56,THA,2015
KAZ,57199,ARE,2015
KEN,46686,ARE,2015
KWT,9319728,ARE,2015
KAZ,58405,TUR,2015
KGZ,1815,TUR,2015
KEN,42612,UGA,2015
KEN,4404,UGA,2015
KAZ,1815,GBR,2015
KAZ,39197,GBR,2015
KEN,3266,GBR,2015
KEN,537828,GBR,2015
KWT,50232,GBR,2015
KWT,424827,GBR,2015
KGZ,412701,GBR,2015
KEN,13222,TZA,2015
KEN,14,TZA,2015
KWT,5518,TZA,2015
KAZ,86040,USA,2015
KEN,15075,USA,2015
KEN,861533,USA,2015
KWT,21868,USA,2015
KWT,1684280,USA,2015
KGZ,10931,USA,2015
KEN,374,ZMB,2015
KIR,644,AUS,2010
KGZ,40,AUS,2010
KAZ,268,AUT,2010
KAZ,5132,AUT,2010
KEN,1809,AUT,2010
KWT,191,AUT,2010
KWT,1281,AUT,2010
KAZ,14297,BEL,2010
KAZ,84208,BEL,2010
KEN,24710,BEL,2010
KEN,27808,BEL,2010
KWT,1981,BEL,2010
KWT,41797,BEL,2010
KGZ,1950,BEL,2010
KAZ,877,BGR,2010
KAZ,493,CAN,2010
KEN,509,CAN,2010
KEN,43046,CAN,2010
KWT,155137,CAN,2010
KGZ,3197,CAN,2010
KIR,628,CHN,2010
KAZ,588823,CHN,2010
KEN,1969343,CHN,2010
KWT,1293,CHN,2010
KWT,266276,CHN,2010
KGZ,4521,CHN,2010
KAZ,2100,CZE,2010
KAZ,3292020,CZE,2010
KEN,909985,CZE,2010
KWT,193858,CZE,2010
KGZ,99461,CZE,2010
KAZ,36504,DNK,2010
KEN,9695,DNK,2010
KWT,30599,DNK,2010
KEN,373,ETH,2010
KAZ,303242,FIN,2010
KEN,1607,FIN,2010
KEN,13247,FIN,2010
KWT,23605,FIN,2010
KAZ,2651,FRA,2010
KAZ,13256,FRA,2010
KEN,3976,FRA,2010
KEN,165695,FRA,2010
KWT,5302,FRA,2010
KWT,385738,FRA,2010
KAZ,178,GEO,2010
KAZ,6855636,DEU,2010
KEN,447856,DEU,2010
KWT,822835,DEU,2010
KGZ,87451,DEU,2010
KEN,55358,GHA,2010
KAZ,10286,HKG,2010
KEN,404741,HKG,2010
KWT,141075,HKG,2010
KAZ,310000,HUN,2010
KEN,123000,HUN,2010
KWT,277000,HUN,2010
KGZ,2000,HUN,2010
KAZ,20294,IRL,2010
KEN,826974,IRL,2010
KWT,1191,IRL,2010
KWT,772177,IRL,2010
KEN,1000,ISR,2010
KAZ,2188,ITA,2010
KEN,23996,JPN,2010
KWT,66094,JPN,2010
KGZ,6777,KAZ,2010
KAZ,449155,KOR,2010
KEN,61722,KOR,2010
KWT,853,KOR,2010
KWT,761016,KOR,2010
KGZ,561,KOR,2010
KAZ,55,KGZ,2010
KAZ,95,LTU,2010
KAZ,574160,LTU,2010
KEN,2866,MWI,2010
KIR,56825,MYS,2010
KEN,96955,MYS,2010
KWT,18672,MYS,2010
KGZ,84311,MYS,2010
KEN,1367,MUS,2010
KEN,600,MEX,2010
KEN,5100,MEX,2010
KAZ,2846,,2010
KAZ,3225515,,2010
KEN,130949,,2010
KWT,1012,,2010
KWT,790785,,2010
KAZ,177653,NLD,2010
KAZ,3794585,NLD,2010
KEN,125948,NLD,2010
KEN,3447090,NLD,2010
KWT,254548,NLD,2010
KWT,3339659,NLD,2010
KGZ,18561,NLD,2010
KGZ,83558,NLD,2010
KIR,3954,NZL,2010
KEN,180,NOR,2010
KWT,2592,NOR,2010
KWT,1489,NOR,2010
KAZ,17538,POL,2010
KEN,250,POL,2010
KEN,3944,POL,2010
KWT,2449,POL,2010
KWT,9227,POL,2010
KGZ,197,POL,2010
KIR,350,RUS,2010
KGZ,21145,RUS,2010
KEN,55618,RWA,2010
KWT,156800,SAU,2010
KEN,45752,IND,2010
KWT,7297,IND,2010
KEN,1166,SGP,2010
KWT,14840,SGP,2010
KAZ,440,SVK,2010
KEN,180,SVK,2010
KGZ,173,SVN,2010
KEN,18823,ZAF,2010
KEN,252813,ZAF,2010
KWT,556,ZAF,2010
KEN,7709,ZWE,2010
KAZ,1559,ESP,2010
KWT,779,ESP,2010
KWT,974,SWE,2010
KAZ,518,CHE,2010
KAZ,25799,CHE,2010
KEN,100,CHE,2010
KEN,1036,CHE,2010
KWT,5980,CHE,2010
KGZ,69,CHE,2010
KAZ,106,THA,2010
KEN,5599,THA,2010
KGZ,836352,THA,2010
KAZ,33848,TUR,2010
KEN,311008,UGA,2010
KEN,94783,UGA,2010
KAZ,382969,GBR,2010
KEN,202844,GBR,2010
KWT,2795,GBR,2010
KWT,248507,GBR,2010
KGZ,12034,GBR,2010
KEN,545260,TZA,2010
KAZ,216581,USA,2010
KEN,128598,USA,2010
KEN,595608,USA,2010
KWT,73705,USA,2010
KWT,1715705,USA,2010
KEN,250,ZMB,2010
KEN,119,ZMB,2010
KEN,249,MOZ,2015
KEN,46,SYC,2015
KIR,6409,AUS,2005
KAZ,11561,AUT,2005
KEN,3263,AUT,2005
KGZ,226,AUT,2005
KAZ,4893,BEL,2005
KAZ,56031,BEL,2005
KAZ,683,CAN,2005
KEN,45336,CAN,2005
KWT,111,CAN,2005
KWT,380,CAN,2005
KAZ,1388381,CHN,2005
KEN,13331,CHN,2005
KWT,402588,CHN,2005
KAZ,435,HRV,2005
KAZ,2050,CZE,2005
KWT,1030,CZE,2005
KAZ,6,DNK,2005
KEN,4350,DNK,2005
KWT,7,DNK,2005
KEN,1324,ETH,2005
KAZ,382,FIN,2005
KAZ,257558,FRA,2005
KEN,6221,FRA,2005
KEN,42304,FRA,2005
KWT,107005,FRA,2005
KAZ,7000,DEU,2005
KAZ,2170000,DEU,2005
KEN,112000,DEU,2005
KWT,14000,DEU,2005
KWT,631000,DEU,2005
KGZ,6000,DEU,2005
KGZ,10000,DEU,2005
KEN,1056,GHA,2005
KAZ,46726,HKG,2005
KEN,2541,HKG,2005
KWT,65044,HKG,2005
KAZ,2000,HUN,2005
KEN,114000,HUN,2005
KWT,218000,HUN,2005
KAZ,900572,IRL,2005
KEN,53015,IRL,2005
KWT,35809,IRL,2005
KGZ,18148,IRL,2005
KAZ,82326,ITA,2005
KWT,2385,ITA,2005
KWT,246,CIV,2005
KEN,3144,JPN,2005
KWT,2836,JPN,2005
KGZ,5658,KAZ,2005
KWT,261,JOR,2005
KAZ,1063046,KOR,2005
KEN,3172,KOR,2005
KEN,1200,KOR,2005
KWT,12561,KOR,2005
KGZ,4596,KOR,2005
KAZ,50,LTU,2005
KEN,208,MWI,2005
KWT,118505,MDV,2005
KAZ,59380,,2005
KEN,189,,2005
KWT,135564,,2005
KAZ,1243,NLD,2005
KAZ,1280978,NLD,2005
KEN,24863,NLD,2005
KEN,543483,NLD,2005
KWT,169071,NLD,2005
KWT,376831,NLD,2005
KGZ,375588,NLD,2005
KWT,1688,NCL,2005
KIR,1355,NZL,2005
KEN,49779,NOR,2005
KWT,2213,PAK,2005
KAZ,430,RUS,2005
KAZ,109059,RUS,2005
KGZ,4899,RUS,2005
KEN,151,RWA,2005
KWT,1208840,SAU,2005
KAZ,52430,IND,2005
KEN,570,IND,2005
KWT,28710,IND,2005
KWT,8417,SGP,2005
KAZ,163,SVN,2005
KEN,4429,ZAF,2005
KEN,47626,ZAF,2005
KWT,1257,ZAF,2005
KEN,769,ZWE,2005
KEN,451,ZWE,2005
KAZ,5493,SWE,2005
KWT,33627,SWE,2005
KAZ,141,CHE,2005
KAZ,2673,CHE,2005
KEN,4172,CHE,2005
KWT,34,CHE,2005
KWT,19946,CHE,2005
KGZ,516,CHE,2005
KAZ,11144118,ARE,2005
KEN,2237,ARE,2005
KEN,23541,ARE,2005
KWT,163269,ARE,2005
KGZ,626904,ARE,2005
KAZ,148431,TUR,2005
KEN,14664,UGA,2005
KEN,10464,UGA,2005
KAZ,386527,GBR,2005
KEN,1579,GBR,2005
KEN,826865,GBR,2005
KWT,2167,GBR,2005
KWT,291990,GBR,2005
KGZ,7400,GBR,2005
KEN,1129,TZA,2005
KAZ,379533,USA,2005
KEN,41373,USA,2005
KEN,133458,USA,2005
KWT,1399771,USA,2005
KAZ,991,PHL,2010
KWT,278,QAT,2010
KEN,885,SYC,2010
KWT,147,PHL,2015
FJI,1529,AUS,2015
FJI,488794,AUS,2015
FJI,13018,SLB,2015
ETH,561,LKA,2015
ETH,936735,CHN,2015
FJI,28451,CHN,2015
ETH,620,CZE,2015
ETH,73407,DNK,2015
FRO,134675,DNK,2015
ETH,238,FIN,2015
ETH,24306,FRA,2015
ETH,8081,DEU,2015
FRO,6902,DEU,2015
ETH,10,GTM,2015
ETH,836867,HKG,2015
ETH,65,HUN,2015
ETH,2235,IRL,2015
ETH,133605,ITA,2015
ETH,500,KOR,2015
ETH,4009,MWI,2015
FJI,7136,MYS,2015
ETH,1244,,2015
FJI,26714,,2015
ETH,470,NLD,2015
ETH,397636,NLD,2015
FRO,113,NLD,2015
FRO,15024,NLD,2015
FJI,15129,NLD,2015
